passage,label
more mediallyplaced lesions which damaged portions of the internal capsule entopeduncular nucleus and globus pallidus adjacent to the central nucleus produced transient aphagia and adipsia accompanied by sensorymotor impairments that interfered with the act of feeding as evidenced by a large postoperative increase in the amount of food spilled,1
cats with persistent antigenemia had the most consistent lymphoblast transformation results induced by t gondiispecific antigens,0
swiss chard fieldgrown on soil amended with 100 dry tons per acre of municipal sewage sludge from washington dc was fed to guinea pigs for 28 days,1
lippia alba lepidium virginicum cassia ligustrina bursera simaruba and heliotropium campechianum extracts,1
two models hamster and rabbit cornea were selected for assays of protection afforded by tilorone dihydrochloride against herpes simplex hsv and vesicular stomatitis viruses vsv,1
gbanding patterns of bos indicus resembled those of bos taurus and enabled pairing of homologous chromosomes,1
the only encephalitogenic region for lewis rats which also produces heae in lewis rats is not encephalitogenic in either rabbits or guinea pigs,1
on the inheritance of susceptibility for infection with wuchereria bancrofti in culex pipiens fatigans,0
the escherichia coliexpressed adenovirus e1a 13s mrna product injected into xenopus oocytes was active as assessed by its ability to stimulate the transcription of an injected gene which is normally responsive to e1a in mammalian cells,0
both inhibition and activation of i hypselobagri enzyme was higher than in the case of other trematodes,1
the schizogonic development of leucocytozoon dubreuili in the kidney proximal tubule cells of the american robin turdus migratorius was studied by electron microscopy,1
clinical isolates of haemophilus spp pathogenic neisseria spp and branhamella catarrhalis were inhibited by less than or equal to 025 microgramsml of ro 236240,0
excision repair of benzoapyrenedeoxyguanosine adducts in baby hamster kidney 21c13 cells and in secondary mouse embryo fibroblasts c57bl6j,1
intravenous injection with antimouse thymus cell rabbit serum into the mice which were previously pretreated with nonviable m pulmonis and ds reduced the delayed footpad swelling significantly,0
the jointless locus is defined by a single recessive mutation that completely suppresses the formation of the fruit and flower pedicel and peduncle abscission zone jointless was mapped in an f2 population of an interspecific cross between lycopersicon esculentum and lycopersicon pennellii to a 71 cm interval between two restriction fragment length polymorphism rflp markers tg523 and tg194,0
"the most dominant species collected from natural habitat was aedes vexans (meigen) followed by ochlerotatus canadensis canadensis (theobald), culex restuans theobald, culex pipiens l., and culex territans walker.",0
denatured oligonucleotide products of the enzyme are sensitive to venom phosphodiesterase ec3141 but not to bovine spleen phosphodiesterase ec31418,1
canine inherited ataxia cia is an autosomal recessive cerebellar disease of gordon setters associated with degeneration of purkinje and granule cells,0
using only three patterns simian crease palmar hypothenar pattern and cummins index a parents index score was established which correctly diagnosed 8083 of controls and 7917 of parents,1
the application of this cytochemical technique to shoots of triticum sp and roots of vicia faba has shown nucleotide pyrophosphatase to be ubiquitous in its distribution in these organs and to occur in a structurallybound form in the cytoplasm,1
in chronic otitis media these organisms plus staphylococcus aureus escherichia coli klebsiella pneumoniae pseudomonas aeruginosa and anaerobic bacteria are all prevalent,0
klebsiella proteus indole positive providencia enterobacter serratia were more frequently isolated after 48 h of hospitalisation,0
salmonella infected birds were characterized as having areas on their intestinal mucosal cells devoid of microvilli,1
selective inhibition of kdna synthesis of trypanosoma cruzi and leishmania tarentolae by berenil and ethidium bromide proceedings,1
human pneumatic tourniquet paralysis,1
the functional molecular mass of the cyanide-resistant salicylhydroxamate-sensitive duroquinol oxidase activity from sympocarpus foetidus (skunk cabbage) and sauromatum guttatum spadix mitochondria was determined by radiation-inactivation analysis.,0
armadillo serum tested with rabbit antiserum against human serum proteins gave twelve components in cie,1
ne stimulation of rabbit and bovine pineal ac was biphasic with a plateau between 001 microm and 10 microm and additional stimulation by ne above 10 microm,0
"ins is ubiquitously present not only in humans but also in unicellular eukaryotes, fungi, worms, and drosophila.",0
the escherichia coli k1 capsule shares antigenic determinants with the human gangliosides gm3 and gd3,0
a serological survey was performed to detect the presence of hi antibodies against the swinelike anew jersey76 hsw1 n1 and the human avictoria 375 h3n2 virus strains in the sera of 700 subjects of different age and of 244 swine,1
firstgeneration schizogony of eimeria bovis in bovine cell culture was studied by electron microscopy,1
changes in serum and plasma proteins and in igg and igm antibodies in calves experimentally infected with sarcocystis from dogs,1
a case report of bacteremia due to enterobacter sakazakii listed previously as yellowpigmented enterobacter cloacae r,1
we have compared the penetration of gentamicin in albino rabbits with that in squirrel monkeys in normal and infected eyes after retrobulbar and subconjunctival administration,1
its biologic testing in animals rabbits dogs and pigs yielded excellent results,1
the present observations together with recent biochemical data from other authors on the characteristics and mode of duplication of nucleolar dna in p polycephalum have led us to the hypothesis that the nucleolus in this organism contains several distinct globular subunits each containing ribosomal dna as a key component,1
ngfstimulated differentiated and unstimulated undifferentiated cells were studied by cytochemical techniques for the localization of the enzymes acid phosphatase acpase and thiamine pyrophosphatase tppase and by a morphometric analysis of the distribution of endocytosed wheatgerm agglutinin labelled with horseradish peroxidase wgahrp,0
"to study the antitumor effect of glycyrrhiza polysaccharide (gps) on human hepatocellular carcinoma cells and its mechanism, gps was extracted and identified with phenol-sulfuric acid assay, limulus amebocytes lysate assay, gel permeation chromatography, and infrared spectroscopy analysis.",0
"gastritis in cats is caused, among other things, by infectious agents, like bacteria, metazoic parasites or viruses.",0
most enterobacteriaceae were more susceptible to bmy28142 than to ceftazidime though strains of pseudomonas aeruginosa were slightly more sensitive to ceftazidime,0
babesia divergens infection of the mongolian gerbil titration of infective dose and preliminary observations on the disease produced,0
screening of the blood protozoa from 106 females detected leucocytozoon (n = 7) and trypanosoma (n = 9).,0
"percent susceptibilities for 639 pseudomonas aeruginosa, 103 acinetobacter baumannii, 705 escherichia coli, and 418 klebsiella spp.",0
"we also demonstrated that (i) the heme-binding region is located in the mf6p/fhhdm-1 c-terminal moiety, which also inhibits the peroxidase-like activity of heme, and (ii) mf6p/hdms from other trematodes, such as opisthorchis viverrini and paragonimus westermani, also bind heme.",0
the prevalence of hepatitis b surface antigen hbsag in 155 patients with downs syndrome ds and 209 with other types of mental retardation omr at huronia regional centre orillia ontario was 348 and 53 respectively,1
the right vestibular aqueduct was obliterated in guinea pigs chinchillas and monkeys and the right cochlear aqueduct and both the right vestibular and right cochlear aqueducts were obliterated in guinea pigs and chinchilas,0
hybrids of ostertagia ostertagi and ostertagia leptospicularis derived from experimental infections in sheep are described,0
lp 42 ps cell line and lp 45 cells infected with shope papilloma virus for 24 h containe shope papilloma virus genome which is able to modify the permissivity of rabbit cells to sv40,1
a new species of beamerella acari trombiculidae from the leafchinned bat mormoops megalophylla in colombia,0
josefilaria mackerrasae n gen n sp a filarial of the ghost bat macroderma gigas in australia is described,1
mitochondrial translation of cytochrome b in neurospora crassa and locusta migratoria,0
of them 8 species are parasites of jerboa 13  of gerbils and one  of birds,1
histological study of the development of fasciola hepatics in lymnaea truncatula l glabra and l palustris infested at hatching,1
comparative immunogenicity of vaccines prepared from capsular polysaccharides of group c neisseria meningitidis oacetylpositive and oacetylnegative variants and escherichia coli k92 in adult volunteers,1
single intravitreal doses of ciprofloxacin gentamicin or imipenem were administered to rabbits with pseudomonas endophthalmitis for determination of the maximally effective dose,0
strains of t t brucei isolated from buffalo unlike those from lechwe failed to infect rodents 6 strains from lechwe proved sensitive to human serum blood incubation infectivity test,0
role of major glucosinolates in the defense of kale against sclerotinia sclerotiorum and xanthomonas campestris pv. campestris.,0
ethological study of african carpenter bees of the genus xylocopa hymenoptera anthophoridae,1
in woodchuck and human hdv strains the two forms of delta protein 195 and 214 amino acids were potentially expressed,0
"this study compared the susceptibility of silver crucian carp (carassius auratus langsdorfii), also called ginbuna, and koi carp to khv infection.",0
according to the received data trichinella nelsoni and t nativa occupied different areas,0
a study was made of the cultural characteristics of 43 strains of yersinia enterocolitica and 49 strains of yersinia pseudotuberculosis on media commonly used for the isolation and differentiation of enteric bacteria,1
bioassayguided fractionation of the aqueous alcoholic extract of the marine sponge verongia spengelii for tumor inhibitory agents led to the isolation of aplysinopsin a new tryptophan derivative recently reported from another sponge thorecta aplysinopsis,1
the specific relay ventroposterolateral nucleus vpl of the thalamus was electrocoagulated in cats with the view of studying its role in the genesis of the barbituric spindle activity in the cortical projection zone on the side of ablation,0
thus fiv infection in cats is an excellent model to test the efficacy of selective antihuman immunodeficiency virus agents in vivo,0
the purpose of this investigation was to determine whether or not the nasal glands of the roadrunner and the coturnix quail show cytological specializations for salt secretion,1
a single low oral or subcutaneous dose of the compound is reliably effective against all tested juvenile and adult cestodes in cats dogs and sheep,1
the frequency of antitoxoplasma antibodies in apparently healthy swine from botucatu and from são paulo industrial abattoir was assessed through the indirect immunofluorescence test using blood smears collected in filter paper,1
comparative breeding of helisoma duryi and biomphalaria glabrata in laboratory mollusca planorbidae,1
the following fruits had a high serotonin concentration mean  sem expressed in microgramsg weight plantain 303  75 pineapple 170  51 banana 150  24 kiwi fruit 58  09 plums 47  08 and tomatoes 32  06,0
the activity of carbohydrases is higher in the herbivorous fish labeo than in the carnivorous fish wallago and the omnivorous fish clarias,1
in mycetomes of leafhoppers helochara communis ultrastructural and histochemical studies revealed that spheroplast symbiotes tsymbiotes were converted to asymbiotes socalled with apparent loss of dnaa phenomenon reminiscent of rhizobiumbacteroid conversion in certain legume nodules,1
"the results showed that it exhibited a mild antibacterial activity against two gram-positive bacteria (staphylococcus aureus and bacillus subtilis), a significant activity against gram-negative bacteria (escherichia coli), and no activity on pseudomonas aeruginosa.",0
egg output in the weights and states of engorgement of amblyomma variegatum fabr and boophilus annulatus say ixodoidea ixodidae,0
"samples were collected from 187 broiler farms, located in 7 northeastern algerian provinces (jijel, constantine, skikda, mila, setif, batna, bordj bou-arreridj), and internal transcribed spacer 1 pcr (its1-pcr) was used to determine the prevalence and composition of eimeria species in chickens.",0
areae gastricae and gastritis in double contrast barium meal,1
lamellaparticle complexes in nuclei of owl monkey kidney cells infected with herpesvirus saimiri,1
"the established reserve was most effective at protecting the habitat of species that were most similar to the umbrella species (i.e., avian species, those highly associated with sagebrush plant communities, and those with widespread habitat).",0
the following conslusion can be drawn from the results obtained 1 a male guinea pig in which tuberculosis of genitals was caused by bktypus humanus might infect a healthy female guinea pig in cohabitation,1
the slopes of the standard curves obtained with tl1ms and s27ms were greater than that with sgg100 indicating that tilapia and sturgeon gonadotrophins are more potent,0
the effect of vitamin k on the inhibition of oxygen uptake in bacillus brevis 2611 bacillus megaterium 1368 and flavobacterium aurantiacum by aflatoxin b1 afb has been investigated,0
glucose production by the perfused liver of the spiny mouse acomys cahirinus sensitivity to glucagon and insulin,1
although the cell types of the gland have been well described in humans and the opossum little is known of their morphologic aspects in other species,0
ultrastructure and function of the labial nephridia and the rectum of orchesella cincta l collembola,1
"the present work reports the synthesis and the physicochemical characterization of biochar from the organic wastes of nopal (opuntia leucotricha), coffee grounds (coffea arabica) and ataulfo mango seeds (mangifera indica) as alternative electrocatalyst supports to vulcan xc-72 carbon black.",0
changes of lipopolysaccharide lps of coxiella burnetii strain priscilla during chick embryo yolk sac passaging were observed by sdspage and immunoblot analysis,0
this review provides an exhaustive list of mammals and birds in which infections with or exposure to leishmania parasites have been detected in european countries.,0
the candida igm titer was markedly increased and histological examination of the thrombus revealed massive fungal infection,0
p inhibited protein synthesis in the mouse was without significant effect in the guinea pig and was mildly stimulatory in the rabbit and ewe,1
frentizole a novel immunosuppressive and azathioprine their comparative effects on host resistance to pseudomonas aeruginosa candida albicans herpes simplex virus and influenza ann arbor virus,1
"the specific structures of accumulibacter and tetrasphaera changed little, but that of dechloromonas and comamonadaceae significantly altered.",0
"the identified compounds displayed broad-spectrum bactericidal activity against methicillin-resistant staphylococcus aureus, vancomycin-resistant enterococcus faecalis, and drug-resistant strains of pseudomonas aeruginosa and klebsiella pneumoniae with minimum inhibitory concentrations (mics) of ≤1.0 µg/ml, whereas the standard antibiotics ampicillin and chloramphenicol were active only at concentrations of ≥6.25 µg/ml.",0
sedimentation behavior of chloroplast ribosomes from chlamydomonas reinhardtii,1
frozen and unfrozen semen from both breeds was mixed 11 with all four possible combinations and inseminated into rhode island red hens,0
studies on the activities of peptidases from human leucocytes and human and guinea pig alveolar macrophages authors transl,1
pulmonary alveolar macrophages were obtained by bronchopulmonary lavage from male rats after 30 consecutive days of in vivo exposure to marijuana and tobacco smoke,1
changes in the readiness for sexual and aggressive action of the sword tail xiphophorus helleri pisces poeciliidae under the influence of social isolation,1
the effect of flight factors on the growth and development of the fruit bodies of the higher fungus polyporus brumalis is investigated under the conditions of an experiment on the earth satellite cosmos 690.,0
"two new records of isomyia paurogonita fang and fan, 1986 and sumatria latifrons malloch, 1926 (diptera: calliphoridae) from northern thailand, with revised key to the species of isomyia.",0
microorganisms tested included 22 isolates of pseudomonas species 5 of klebsiella species and 11 of enterobacter species,0
streptococcus pneumoniae type iii was injected into the cerebrospinal fluid of the cisterna magna in anesthetized curarized dogs and sequential simultaneous samples were obtained from the superior sagittal sinus cisterna magna and peripheral blood,1
"reservoir competence of the vole, clethrionomys rufocanus bedfordiae, for borrelia garinii or borrelia afzelii.",0
1 the concentration of 2aminoethylphosphonic acid aep in 96 h cultures of tetrahymena pyriformis w was studied in order to apply it as an indicator in the assay of the relative nutritive value rnv protozoa population with test proteinprotozoa population with wholeegg powder of protein,1
"using a deliberate rna shotgun metagenomic sequencing strategy in combination with a dedicated bioinformatics workflow, we identified the (micro-)organisms and viruses associated with two bumble bee hosts, bombus terrestris and bombus pascuorum, and two solitary bee hosts, osmia cornuta and andrena vaga.",0
there are probably two or more stages in the shiftdown of mycobacterium tuberculosis from active replication to dormancy as bacilli in unagitated cultures settle through a selfgenerated o2 gradient into a sediment where o2 is severely limited,0
the effect of il1 pretreatment on concentrations of il1 alpha il1 beta il6 and tnfalpha circulating in vivo and the ex vivo cytokine production capacity of macrophages was assessed in uninfected nonneutropenic and neutropenic swiss mice in swiss mice infected with klebsiella pneumoniae nonneutropenic mice or pseudomonas aeruginosa neutropenic mice and in neutropenic c3hhen and c3hhej mice infected with p aeruginosa,0
"internalization, degradation, and insulin-induced down-regulation of insulin receptors were studied comparatively in transformed chinese hamster ovary (cho) cell lines, cho.t and cho.ir.ros, respectively expressing either the wild-type human insulin receptor (hir) or a mutated hybrid receptor in which the transmembrane and cytoplasmic domains of hir were replaced by corresponding domains of the transforming protein p68gag-ros (v-ros) of avian sarcoma virus ur2.",0
tegumental ultrastructure of raillietina cesticillus during the larvaladult transformation with emphasis on the rostellum,0
"for this purpose, crude methanolic extracts (cme) of cymbopogn jwarancusa and conyza canadensis were prepared and live adult flukes viz; fasciola gigantica, and paramphistomum cervi isolated from liver and bile ducts of slaughtered buffalo were subjected to different drug concentrations as well as positive and negative control.",0
b extracellular hbs include i the multiple monomeric and dimeric hbs of the larva of the insect chironomus ii the hbs of nematodes such as trichostrongylus and caenorhabditis iii the globin chains forming tetramers and dodecamers and comprising approximately 23 of the giant approximately 3600 kda hexagonal bilayer hbl hbs of annelids eg the oligochaete lumbricus and the polychaete tylorrhynchus and of the vestimentiferan lamellibrachia and iv the globin chains comprising the ca 400 kda hbs of lamellibrachia and the pogonophoran oligobrachia,0
comparative glucose tolerance studies in the freshwater snail biomphalaria glabrata influence of starvation and infection with the trematode schistosoma mansoni,0
corneal graft survival in rabbits was significantly prolonged by topical treatment of the recipient eye with cyclophosphamide 01 in sterile isotonic nacl and methotrexate 01 in arachis oil applied four times daily for 4 weeks,0
trachurus and leiurus,1
beta2 adrenoceptors were not detected in guineapig or rat atria and in these tissues extraneuronal uptake was either absent guinea pig or not functionally effective rat,0
a study was conducted to compare the sensitivity and specificity of purified lymphocyte and wholeblood in vitro lymphocyte stimulation assays in detection of brucella abortus infection in cattle,1
caffeine a known smooth muscle inhibitor and skeletal muscle stimulator is shown to decrease the urethral pressure profile in anesthetized dogs,1
mycoplasma were recovered from all infected but from no control animals five infected lambs yielded mycoplasma from lung tissue,1
a technique for collecting saliva from the cattletick boophilus microplus canestrini 1887 using chemical stimulation,0
purification and properties of saccharomyces cerevisiae acetolactate synthase from recombinant escherichia coli,0
a simple manganous chloride and congo red disc method for differentiating neisseria gonorrhoeae from neisseria meningitidis,1
the effectiveness of topical terbinafine tbf to tinea pedis was evaluated an animal model in which guinea pigs were experimentally infected through their planta pedis with trichophyton mentagrophytes then a 1 tbf or butenafine btf cream was administered topically once daily for 4 consecutive weeks,0
dracunculus lutrae n sp nematoda dracunculoidea from the otter lutra canadensis in ontario canada,0
in vivo aminoacylation and processing of turnip yellow mosaic virus rna in xenopus laevis oocytes,1
when sufficient polymer is attached the modified bovine serum albumin appears to lose its immunogenicity in the rabbit and on intramuscular or intravenous injection elicits antibodies neither to itself nor to native bovine serum albumin,1
surgical transplantation of adult dirofilaria immitis to study heartworm infection and disease in dogs,0
"heavily piliated proteus mirabilis became devoid of pili after 20 min of irradiation, but escherichia coli and neisseria gonorrhoeae required 40 min for complete depiliation.",0
the mycobacterium mineralized pyrene when grown in a mineral salts medium supplemented with nutrients but was unable to utilize pyrene as a sole source of carbon and energy,0
an improved protein binding assay for guanosine35monophosphate using a binding protein from the pupa of the silkmoth bombyx mori l,0
the effects of a dietary probiotic mixture containing lactococcus (lc.) lactis bfe920 isolated from bean sprout and autochthonous lactobacillus (lb.) plantarum fgl0001 originally isolated from the hindgut of olive flounder (paralichthys olivaceus) were investigated for the purpose of improving the probiotic effects of lc.,0
and rana dalmatina bon and of a urodele pleurodeles waltlii michah,0
"animal research suggests that n/ne reflects heightened reactivity to uncertain threat in the bed nucleus of the stria terminalis (bst) and central nucleus of the amygdala (ce), but the relevance of these discoveries to humans has remained unclear.",0
an effective immunization of experimental monkeys against a human malaria parasite plasmodium falciparum,1
infection with chlamydia group a in men with urethritis due to neisseria gonorrhoeae,0
in contrast frogs fed flies and sowbugs had smaller fat bodies than did the initial controls suggesting that animals on these diets had utilized fat body lipid during vitellogenesis,1
ultrastructure of the corpora cavernosa of the rabbit penis,1
experimental role of the unicellular algae prototheca and chlorella chlorellaceae in anticancer immunogenesis murine bp8 sarcoma,1
the feasibility of utilizing neonatal human foreskins grafted to congenitally athymic nude mice for carcinogenesis studies was explored,1
"this includes studies on model microorganisms which produce similar progeny such as escherichia coli and vibrio cholerae, and dissimilar progeny such as sporulating bacillus subtilis, actinobacteria, caulobacter crescentus etc.",0
clinical and clinicopathological effects of escherichia coli endotoxin in mature cattle,0
the cat as a possible infection source for chlamydia psittaci keratoconjunctivitis in humans,0
3 the glycopeptide which was stained with both alcian blue and pas was absent or sparingly present in the mucosae of the human rabbit horse stomachs and in the mucosae of the first to third stomachs of the cow goat and sheep whereas in the mucosae of the pig dog cat guinea pig and rat stomachs and in the mucosae of the fourth stomachs of the cow goat and sheep it was found in noticeable extents,1
the effects of intravenous antigen infusion on lung volumes and quasistatic deflationary pulmonary compliance in guinea pigs previously sensitized to ovalbumin were studied in vivo,0
"our neuropsychological theory of anxiety, recently supported by human imaging, is founded on a longstanding, reliable, rodent 'theta' brain rhythm model of human clinical anxiolytic drug action.",0
a survey of brucella canis infection in dogs sheltered in tohoku university school of medicine authors transl,1
"aefb have great importance in health, agriculture, and biotechnology; although the knowledge about these organisms is based on few species, notably, bacillus subtilis, bacillus cereus, and bacillus anthracis.",0
after absorption with human erythrocytes thymus and liver powder the serum was passed through immunoabsorbent columns to remove extensive antiplasma protein activity,1
"this research analyzed, optimized and modeled the inactivation kinetics of pathogenic bacteria (pb1: escherichia coli o157:h7 and pb2: listeria monocytogenes) and determined the microbiological safety of tomato juice processed by uv-led irradiation and heat treatment.",0
studies on host specificity in paragonimus westermani ii histochemical and cytochemical characterization of metacercariae and worms from rats and dogs,0
"in contrast, cysts of gonyaulax are varied in morphology and have been related with the fossil-based genera spiniferites and impagidinium.",0
the passive transfer of chicken antibrucella immune globulins promote the survival of brucella abortus in the spleen of chickens infected with this bacteria,1
in attempting to use the indirect fluorescent antibody test ifa to measure antibodies to herpes simplex virus hsv we found that all human sera gave a positive reaction with chang liver cells infected with type 1 hsv,1
effect of hypoxia and ischemia on the activity of ache in the brain of a rat and mongolian hamster meriones unguicularis,1
the biting gnat culicoides variipennis coquillett was shown to be a vector of epizootic hemorrhagic disease ehd in whitetailed deer odocoileus virginianus in kentucky because of virus isolations from parous females,1
demonstration of paraoesophageal bodies presence in the millipede nematophora lysiopetalidae callipus foetidissimus savi 1819,1
the polymerase chain reaction was used to amplify the spacer region located between the 16s and 23s ribosomal rna genes of strains of pseudomonas fluorescens and pseudomonas putida isolated from peat bog canola field or arctic plants,0
patients with congenital palsy and those with paralysis that appeared after injury or in the course of acute or chronic disease otitis media tumor were excluded from the study,0
over a period of 18 months 142 cats received from commercial vendors for use in research were screened for enteric salmonella,1
human infection with trypanosoma gambiense in the gboko endemic area was first reported in may 1974 although t gambiense sleeping sickness had been present there since the turn of the century,1
h6 subtype avian influenza viruses (aivs) possess the ability to cross the species barrier to infect mammals and pose a threat to human health.,0
