passage,label
extracts of guineapig and human skin epidermis were analyzed for prostaglandins pge1 e2 and f2alpha by radioimmunoassy and found to contain a total of 620 guinea pig and 1447 human nggm wet weight,1
we examined the central nervous system of a 67yearold man who showed symptoms of lathyrism after being imprisoned at age 35 and fed on a diet of chick peas lathyrus sativus,1
they were dicephalus dibrachius and dipus conjoined twins with two separate spines and fusion of the trunk and the pelvis,0
the fragments generated by thrombin digestion of the protein moieties of rabbit and human ldl were separated by polyacrylamide gradient gel electrophoresis and compared,0
The phylogenetic position of frogs remains debated.,0
microsomal cytochrome p450 content nadphcytochrome c reductase and phase i ethoxycoumarin and ethoxyresorufin odealkylases and phase ii glutathione stransferase and udpglucuronyltransferase activities were studied in the liver and intestine of the striped mullet mullus barbatus for 8 months before and during sexual maturation,0
the surface charge of heart muscle cells hmc and trypanosoma cruzi trypomastigotes was estimated during their interaction by means of zeta potential zp,0
the pulmonary clearance of pasteurella hemolytica in calves infected with bovine parainfluenza3 virus,1
in dogs that were natively sensitive to ascaris suum antigen resistance to flow through the collateral system rcs was measured using the wedged bronchoscope technique,0
characterization of the human neutrophil response to sex pheromones from streptococcus faecalis,0
the production of protease active guinea pig hair in keratinsalts broth by microsporum gypseum,1
the gis were significantly lower with cb from wheat rye and barley than with wwb,0
slightly active actinomyces streptomycini streptomyces griseus mutants having a protein in the biosynthesis of the streptidine portion of the streptomycin molecule,1
most of the cultured mast cells expressed some granules with regular crystalline arrays and contained both tryptase and chymase and thus resembled human skin mast cells,0
Both salmon and insects are common in this ecosystem.,0
the encephalitogenic sequence from guinea pig basic protein peptide s49 hglyserleuproglnlysalaginargproginaspgluasnoh is a much more potent encephalitogen than that of hglyserleuproglnlysalaglnglyhisargproglnaspgluasnoh peptide s8 found in the bovine protein,1
for investigation of the role of the spleen in host defense and chronicity in quartan malaria the course of plasmodium inui infection was studied in 39 intact rhesus monkeys 16 monkeys splenectomized before infection and 22 monkeys splenectomized after infection,1
nature of the parasitehost relations of the entomopathogenic fungi metarrhizium anisopliae metsch sorokin and beauveria bassiana bals vouill,1
in experiments with skeletal muscles of cats rats and frogs bistrimethylammonium derivatives of fluorene are shown capable of being strong muscle relaxants of the depolarizing type of action and that the presence of sulfamide or ester groups in the chain between nitrogen atoms is not indispensable for their high activity,1
effects of specific antibodies on the interaction between the fungus candida albicans and human oral mucosa,0
four different antihuman cbg antisera grouped together the cbgs of human and chimpanzee rhesus and cynomologus and lemur and galago,0
nklike cytotoxicity of human lymphocytes cultured in media containing fetal bovine serum,1
in contrast lascorbic acid had minimal potentiating effect with serum and no effect with egf present along with serum on dna synthesis in human uterine smooth muscle and rabbit lens epithelial cells,1
erythrocytes of guineapig rabbit hamster rat chicken dog and donkey formed a lower percentage of rosettes,1
inflammatory occlusion of zeiss or meibomsebaceous gland by saprophytic mites acarus siro demodex folliculorum is discussed,1
Both spiders and ants are common in this ecosystem.,0
the structure and composition of the cyst wall of the metacercaria of cloacitrema narrabeenensis howell  bearup 1967 digenea philophthalmidae,1
the mean pulmonary arterial pressure of 12 llamas and one alpaca indigenous to high altitude in the andes was found to be slightly but significantly higher than that of three llamas and three guanacos born and bred at low altitude in england,0
it was concluded that ascorbic acid deficiency was not prevalent amongst children with pem in lagos and was therefore not usually contributory to the anaemia megaloblastic changes or other features of the syndrome seen in nigerian children in lagos,0
lipoteichoic acids were purified from freshly isolated strains of streptococcus sanguis and lactobacillus casei and from a laboratory strain of strep,0
We documented the presence of lizards and insects in the same location.,0
eumycotic mycetoma due to drechslera rostrata infection in a cow,1
frogs has a complex life cycle with multiple developmental stages.,0
the susceptibility of human salivary proteins to degradation by candida albicans was studied,1
the comparison between deduced aminoacid sequences of the esterase s of drosophila virilis and esterase 6 of drosophila melanogaster was performed,0
these positive results for yeast infection can be related to the incidence of other microbial infections such as mycoplasma ureaplasma trichomonas gonococcal and chlamydia infections,0
during the study a major proportion of human t cells formed spontaneous rosettes with the erythrocytes of rhesus monkey,1
odemethylation of pnitroanisole by mixed function oxidase system of the rainbow trout salmo gairdneri liver,1
125ilabelled ha mr approximately 32000 was bound by plastic surfaces coated with human fibrinogen but not bovine serum albumin ovalbumin betalactoglobin or rabbit immunoglobulin g 125ilabelled fibrinogen bound to a unique hexylamine derivative of ha coupled to sepharose and was eluted specifically by ha oligosaccharides in a sizedependent manner,0
a study was conducted between 1984 and 1987 to determine the prevalence of rickettsia typhi and rickettsia conorii infections among humans residing in the nile delta suez canal area and nile valley of egypt,0
squirrels occurs sympatrically with birds in many regions.,0
can dogs transmit human warts,1
3 immune siga given by the orogastric route to rabbits is able to survive the digestive enzymes of the gastrointestinal tract to prevent the colonization and diarrhea that follows the inoculation of invec and rdec1 strains,1
benzodiazepines have depressant effects on the amydala or hippocampus,1
the arrangement of the gastric muscles of men dogs and cats was studied from the aspect of functional anatomy,1
mitogenic properties of fab and fab2 fragments of rabbit antihuman beta2microglobulin for human lymphocytes,1
however the adults of r hurti and r jeanneli preferred cattle to carnivores and rodents,0
Both insects and squirrels are common in this ecosystem.,0
calcium is also required for maximal activation of the mg2atpase of purified nematode myosin by pure rabbit factin,1
