passage,label
lithium inhibits human sperm motility in vitro in concentrations comparable with those reported to be achieved in semen after oral administration,0
three transgenic mice lines secreted kappa light chains encoded by the foreign rabbit gene,0
effect of pseudomonas aeruginosa on interleukin8 release from human phagocytes,0
synthesis of type i and type iii collagen by rabbit and human lung cells in culture,0
the electrophoretic profile of s sonnei lps considerably differs from the profiles of escherichia coli and s flexneri lps but coincides with the lps profiles of other strains with different virulence,0
susceptibility of different species of lymnaea snails to miracidia of fasciola gigantica and f hepatica in iran,0
surprisingly the archaebacterial protein shares a larger number of identical amino acid residues with homologous polypeptides from higher eukaryotes than with those from unicellular eukaryotes and eubacteria,0
two species of mosquitoes mansonia dyari and orthopodomyia alba are reported for the first time in south carolina,0
field trials of bacillus thuringiensis h14 and bacillus sphaericus strain 2362 formulations against anopheles arabiensis in the central highlands of madagascar,0
implementation of picture archiving communication systems pacs at ucla began with the evaluation of the systems in pediatric radiology one of the 11 sections of the department and the coronary care unit one of the 14 icus in the hospital,0
1 isolated blastomeres and pairs of blastomeres from 8cell embryos of halocynthia roretzi and halocynthia aurantium were cleavagearrested with cytochalasin b and cultured,0
the effects of ginsenosides rg1 and rb1 of panax ginseng on mitosis in the onion root tip cells as well as on the rate of dna synthesis in onion seedlings were studied,0
actions of bovine skin washings and sera on the motile zoospores of dermatophilus congolensis,0
nerve endings dotlike rattus and bulblike suncus were occasionally recorded,0
an infective dose experiment using 5 x 101 to 5 x 105 viable g lamblia cysts collected by fluorescenceactivated cell sorting demonstrated that doses of between less than 50 and less than 500 viable cysts were required to produce infection in beavers,0
polyclonal antisera raised to purified betagalactosidase fusion proteins from two of the most highly reactive clones identified a protein of mr 70000 in all stages examined microfilariae l3 and adults of both b malayi and brugia pahangi,0
it has been determined that the thromboplastic agents from the inflorescence of the birch betula pendula roth blossoms of the willow salix daphnoides vill seeds of the pea pisum sativum l provoke protective reaction of the animals anticoagulation system though weaker expressed than the reaction of thromboplastin from brain,0
cloning of the hsp70 dnak genes from rhizobium meliloti and pseudomonas cepacia phylogenetic analyses of mitochondrial origin based on a highly conserved protein sequence,0
human serum sensitivities of trypanozoon isolates from naturally infected hosts in the luangwa valley zambia,0
a study was conducted in ten human volunteers to determine if activated charcoal prevents the emetic effect of syrup of ipecac when a temporal separation exists between administration of the two substances,0
dietary requirements for amino acids and fatty acids have been reported for channel catfish ictalurus punctatus salmonids oncorhynchus spp common carp cyprinus carpio tilapias oreochromis spp and eel anguilla japonicus,0
to evaluate the commonly available tests for detection of campylobacter pylori infection in the human stomach we prospectively performed endoscopy and biopsy from the antrum of the stomach in 121 consecutive patients,0
method a published double blind randomized controlled trial in which intralipid kabi vitrum toronto ontario was used as a control versus trophoblast membrane vesicles was reviewed,0
to elucidate a rational treatment of the breast cancer in the dormant stage we have developed a new treatment model using human breast carcinoma xenografts mcf7 r27 and br10 in nude mice,0
the indices range from 178 in saimiri to 048 in gorilla and the distributions by families overlap partially or completely,0
according to previous investigations ricin the toxic protein of castor oil seeds ricinus communis euphorbiaceae given in subtoxic dose evokes a parathyroid lesion with a consecutive parathormone mobilization in the rat,0
it is conceivable therefore that the sfo plays an important role in elicitation of drinking by aii in birds as suggested in mammals,0
the standard curves for bovine lpl and human adipose lpl were parallel and lpl activity correlated strongly with lpl immunoreactive mass,0
the mechanism of renal excretion of fk027 a new oral cephalosporin was investigated in dogs and rabbits,0
the use of endosseous implants as intraoral anchorage to facilitate orthodontic treatment has been reported in the literature for some years first in rabbits and dogs and then in adult human patients,0
mpb 64 was shown to induce strong delayed type hypersensitivity dth reactions in outbred guinea pigs immunized with m tuberculosis and m bovis bacille calmetteguérin bcg,0
the effect of ph on the growth and proteolytic activity of the type strain and fresh isolates of porphyromonas gingivalis and bacteroides intermedius was investigated,0
a reduced responsiveness was also found in cat h2 with partial hydrocephalus but not in the other partial hydrocephalic cats,0
some studies on sporulation and cellwall composition of chainia ochracea kuznetsov of the order actinomycetales,0
the antitumor and antimetastatic activities of the watersoluble peptidoglycan monomer glnnacmurnaclaladisoglnmesodiamminopimelic acid omeganh2daladala pgm which has immunostimulant effects have been evaluated in cba mice bearing mca mammary carcinoma,0
a total of 640 s pneumoniae isolates from different clinical samples obtained from patients not including carriers over a 10 years period were studied,0
gband patterns of the bharal pseudois nayaur 2n  54 were compared with those of wild sheep ovis dalli stonei 2n  54 and the persian wild goat capra hircus 2n  60,0
the behaviour of the enzyme from candida utilis and from bakers yeast on columns of these and of blue sepharose cl6b was examined together with the behaviour of the contaminating enzyme ribulose 5phosphate 3epimerase ec 5131,0
in crayfish muscle fibers studied with intracellular microelectrodes the proteinbinding agent picrate 246trinitrophenolate 1052 x 104 m was found to have a specific and dosedependent inhibitory effect on the chloride conductance activated by bathapplied gammaaminobutyric acid gaba,0
mycoplasma virus type 2 was shown to adsorb specifically to intact cells membranes and lipoglycan of acholeplasma laidlawii strain ja1 but not to these components of acholeplasma oculi,0
on two species of eumegacetes trematoda lecithodendriidae from the common myna acridotheres tristis linaeus in india with a note on the systematic position of the genus,0
levels in reindeer moss cladonia spp were significantly p less than 001 lower in species that formed deep entangled tufts with abundant slender branches,0
clinical isolates of haemophilus spp pathogenic neisseria spp and branhamella catarrhalis were inhibited by less than or equal to 025 microgramsml of ro 236240,0
cytologic and bacteriologic responses and changes in cytokine activity were evaluated in secretions of staphylococcus aureusinfected mammary glands after treatment of heifers with recombinant bovine interferon gamma rbifn gamma or interleukin 2 rbil2,0
the search for sesquiterpene lactones in the species of genera ursinia venidium and arctotis,0
second stage larvae of onchocerca lienalis and o gutturosa were induced to moult successfully to the third stage in vitro,0
immunostained serial sections and crossabsorption experiments with related peptides including avian and bovine pancreatic polypeptide and peptide tyrosine tyrosine excluded any crossreactivity,0
the purified protein agglutinated rabbit erythrocytes and rebound to melibiose but did not bind to murine nor human laminin,0
the specificity of the antibodies was confirmed by the lack of cross reactivity between samples with high titres to neospora and toxoplasma antigen in a direct agglutination test and by the absence of reactivity at  or  1640 in the ifat of convalescent sera from cattle infected experimentally with toxoplasma gondii sarcocystis cruzi eimeria bovis e alabamensis cryptosporidium parvum and babesia divergens,0
a possible association of borrelia burgdorferi with localized scleroderma is currently the focus of intense research and discussion,0
the heparin treatment of these systems effected following changes in their response towards irradiation with co60 gammarays a more sensitization of e coli br in hypoxic than in oxic condition b no significant modification for ha cells in oxic condition but their sensitization under hypoxia c larger recovery of anodic electrophoretic mobility of irradiated ha cells d increased life span and smaller reduction in the splenic and thymus weights of irradiated swiss mice,0
scarce immunoreactive terminals in asymmetric synaptic contact with unlabelled dendritic profiles were also detected in portions of sn compacta with no chatpositive cells,0
one group would be formed by the bacillus neisseria and lactobacillus enzymes and the other by enzymes such as the aeromonas pap,0
high leucine absorbing chickens were found to be more effective in absorbing lysine and glycine were more effectively stimulated by na had greater erythrocyte na katpase activity and their erythrocytes contained about 20 less na than low line erythrocytes,0
binding of bacteria from the genus brucella to human b lymphocytes,0
cell mediated immunofunction as expressed by total lymphocyte count b and t cell count in vitro blastogenic response to unspecific mitogens phytohaemagglutinin and poke weed mitogen and microbial antigens candida albicans purified protein derivative staphylococcus aureus and escherichia coli was assessed in 8 otherwise normal patients undergoing elective uncomplicated gastric surgery,0
membrane glycoproteins of human polymorphonuclear leukocytes that act as receptors for mannosespecific escherichia coli,0
the analytical model is based on the published data of shingai and christensen describing steadystate iv characteristics of horizontal cells isolated from catfish ictalurus punctatus retina,0
however a distinctive alkaline phosphatase resembling it occurs in substantial amounts in lungs from old world monkeys but not new world monkeys,0
there was a significant p less than 001 difference in possession of t gondii antibodies between adult greater than or equal to 1 year of age tasmanian pademelons and bennetts wallabies,0
leaf material from both rape and arabidopsis have an enoyl reductase with a similar electrophoretic mobility to the rape seed enzyme when analyzed on sdspage,0
possibly the arginine codon agg was replaced by the lysine codon aag in the g gammagene of a common ancestor of homo and gorilla and then was transferred to the a gammagene by subsequent conversions in the human lineage,0
the response waveform of rabbit horizontal cells to diffuse white light stimulation was correlated with their anatomy by intracellular injection of horseradish peroxidase,0
complete amino acid sequences for four mammalian muscle actins are reported bovine skeletal muscle actin bovine cardiac actin the major component of bovine aorta actin and rabbit slow skeletal muscle actin,0
potential for rat plague from nonencapsulated variants of the plague bacillus yersinia pestis,0
we examined the effect of posttreatment formation of bifunctional lesions on dna synthesis by escherichia coli dna polymerase i and highly purified eukaryotic dna polymerase alpha from drosophila melanogaster and calf thymus,0
the sequences of salmonella typhimurium and klebsiella aerogenes were remarkably similar to that of e coli and identical in that part of the leader region that specified the putative 32aminoacid peptide,0
infection and transformation of cells of the bovine immune system by theileria annulata and t parva were compared,0
effects of the zona pellucida agar embedding and culture on the survival of micromanipulated bovine embryos after freezing and thawing,0
therefore the histamine content of commercial johnson grass allergen did not appear to cause falsepositive skin test results for this group of johnson grass allergic dogs,0
transferrin tf acidification has been shown to be limited to ph 6 in murine balbc 3t3 fibroblasts human a549 epidermoid carcinoma cells and chinese hamster ovary cells and is followed by alkalinization during recycling,0
the complete amino acid sequence of notexin a presynaptic neurotoxin from the venom of notechis scutatus scutatus australian tiger snake has been elucidated,0
ganja marijuana,0
these studies indicated that clearance behavior was more complex than observed with avian or human homologues since it involved not only specific receptors for the complex but also carbohydrate recognition,0
in 19 cases gramnegative enteric bacteria were the etiologic agents most commonly members of the klebsiellaenterobacterserratia group,0
comparative studies on the role of anopheles anthropophagus and anopheles sinensis in malaria transmission in china,0
the parents had zetaalpha thalassemia 1 and nondeletion alpha thalassemia respectively and a previous hydrops was missed using the conventional method of gene detection,0
among the collection of 63 strains representing the different species and genera of members of the family rhizobiaceae homology to isrl2 was found within strains belonging to sinorhizobium meliloti and s fredii within four of the six recognized rhizobium species,0
isolation of campylobacter from livers of broiler chickens with and without necrotic hepatitis lesions,0
permanent transplantable human tumors in nude mice offer the possibility of studying the impact of different endocrine treatment regimens on human cancer tissue,0
no hydrolysis of wheatstraw beta14xylan lupinus albus beta14galactan pneumococcal type iii polysaccharide chitin hyaluronic acid laminarin pachydextrins carboxymethylpachyman or beta13oligoglucosides was detected,0
the mortality for meningitis due to staphylococcus aureus or listeria monocytogenes remains high ranging from 32 to 77,0
rotating seals offer sites of thrombus formation and infection,0
pulmonary paragonimiasis in dogs and cats a review,0
intraperitoneal injection of 50 mgkg of plumbago extract pe for 10 days starting from 24 hr after intradermal inoculation of s180 cells in balbc mice produced about 16 complete response cr,0
we used established mac values for rats dogs and humans for all but sevoflurane and desflurane for which we determined mac in rats to be 280  024 mean  standard deviation and 771  065 respectively,0
the induction by xrays of double mosaics involving the ychromosome supporting first cleavage segregation in drosophila melanogaster,0
clostridium novyi alphatoxin and c difficile toxins a and b all 200 to 300 kda and c botulinum c2i toxin 50 kda caused a delayed and persistent retraction and rounding of microinjected cells,0
monoinfections confirmed in 40 patients were caused in majority of cases by pyogenic staphylococci 29 cases and rarely by gramnegative bacteria klebsiella escherichia proteus and pseudomonas 11 cases,0
the transgenic plants cp showed significant delays in systemic disease development after inoculation with tomato mosaic virus or tobacco mild green mosaic virus compared to the control cp plants but showed no resistance against infection by ribgrass mosaic virus,0
structure and histochemistry of the epidermis in the red piranha serrasalmus nattereri kner 1860 characidae teleostei,0
we have developed an in vitro assay to study the intramacrophage replication of mycobacterium tuberculosis or mycobacterium bovis bcg,0
a comparison of the physical maps of these plasmids revealed little similarity among them although plasmids encoding type 1 fimbriae of escherichia coli and klebsiella pneumoniae appeared similar with respect to restriction enzyme sites,0
this was followed by infusion of either of three test meals extract of raw soybeans rs a low inhibitor soy protein isolate spi or bovine serum albumin bsa 10 gh for 60 min,0
smallsubunit ribosomal dna sequences were determined for 17 strains belonging to the genera alteromonas shewanella vibrio and pseudomonas and these sequences were analyzed by phylogenetic methods,0
of the isolates 41 102 were identified as vibrio cholerae 33 82 as v fluvialis and 118 294 as motile aeromonas species,0
a monoclonal antibody generated against synthetic peptides patterned on amino acids 542555 of human band 3 designated 1f4 specifically immunostained plasmodium falciparuminfected erythrocytes and inhibited the cytoadherence of p falciparuminfected erythrocytes to c32 amelanotic melanoma cells,0
dogs and guinea pigs were fed with chloditan in doses of 50 and 150 mgkg body weight respectively for 20 days,0
experimental models to represent the surgical methods of bladder transection in humans were performed on dogs and rabbits,0
thonningia sanguinea used prophylactically against bronchial asthma is antianaphylactic and antiasthmatic in guinea pigs when given orally,0
antigen was prepared from plasmodium brasilianum harvested from an infected spider monkey,0
recent studies have shown that thymosin fraction 5 tf5 enhances production of interleukin2 il2 by phytohemagglutinin phastimulated normal human peripheral blood mononuclear leukocytes pbl,0
the uptake of horseradish peroxidase tracer injected into the uterine lumen of the cow was studied during the period of conceptus attachment days 1821 day 0  oestrus and also in cyclic animals,0
the gene encoding a betagalactosidase from enterobacter cloacae gao was cloned and expressed in escherichia coli,0
mice raised on the maizebased glutenfree diet responded well to parenteral immunization with each of six glutenderived protein preparations whole gliadin two omegagliadin fractions wheat saltsoluble proteins a peptictryptic digest and a subtilisin digest of gluten as serum antibody levels increased at least 300fold in each case,0
we used magnetic resonance spectroscopy to examine endophthalmitis in rabbits inoculated with a virulent strain of streptococcus pneumoniae,0
giardia lamblia was detected in 12 of patients rotavirus in 8 and cryptosporidium and entamoeba histolytica each in 5,0
ii drosophila melanogaster and drosophila simulans,0
human enteric infection with yersinia enterocolitica or yersinia pseudotuberculosis may masquerade clinically as acute appendicitis but it is unusual for the appendix to be histologically inflamed,0
the evidence for a causal association between h pylori and peptic ulcer disease stems primarily from the observation that eradication therapy with bismuth and various antibiotics may produce normalization of gastritis and possible cure of ulcer disease,0
findings indicate that current and future exposurerelated databases should include 1 standardized procedures for the collection storage analysis and reporting of data 2 an enhanced ability to compare data over time ie conduct comparison studies of old and new methods 3 mechanisms for coordination and cooperation among public and privatesector organizations with respect to the design maintenance exchange and review of information systems 4 measurements of actual exposures and dose for relevant human populations and 5 data collection storage and retrieval methods that permit easy manipulation of information for both model building and testing,0
pure cultures of campylobacter fetus subspecies jejuni of bovine origin were used to inoculate three ruminating calves in each of two experiments and three milkfed calves in another,0
active u maydis kp6 toxin was secreted from s cerevisiae transformants expressing the kp6 preprotoxin,0
i pathogenesis and pathology in pigs horses bulls turkeys and broilers with comparative aspects on osteochondritis dissecans in man,0
modification of the environment to reduce social pressure was successful in preventing nervousness and hysteria eg adding nests and perches to community cages and moving flocks to less crowded housing,0
for this reason these avian species were used to assess those changes in the distribution and catabolism of human asialotransferrin which takes place in the absence of the asialoglycoprotein receptor of the liver,0
the erythrocytes employed were fresh human red blood cell rbc fresh sheep rbc srbc and tanned srbc coated with bovine albumin or with bovine gammaglobulin,0
changes in threshold latency and amplitude of the auditory middle latency response mlr with anesthesia and neuromuscular paralysis were studied in guinea pigs,0
we have used a monoclonal antibody to human ngfr to study cellsurface expression of the receptor on a panel of mousehuman neuroblastoma hybrids and the serological typing results permit assignment of the gene coding for ngfr ngfr to chromosome 17q21qter,0
whereas the ceftriaxonenetilmicin combination showed a higher rate of synergy against pseudomonas aeruginosa the rate of synergy against enterobacteriaceae was the same for the two combinations,0
lungs were perfused for 3 min with oxygen equilibrated buffer with or without 60 min prior warm anoxia induced by initial perfusion with argon sparged buffer,0
letter lithium in huntingtons chorea,0
dogs with polycythemia vera pv n  8 had a median serum epo concentration in the normal range 17 muml cats with pv n  7 also had a median serum epo concentration that was within the normal range 10 muml,0
the immune response to streptococcus mutans antigen tgal bovine insulin bi and pork insulin pi in the rat was studied by the double antibody method andor the in vitro antigeninduced lymphocyte proliferation assay,0
various epithets used to describe this illness include gi trots aden gut barsa belly turkey trot delhi belly hongkong dog montezumas revenge gyppsy tummy and turista,0
aspergillus species are ubiquitous fungi and have been implicated as the causative agents of a variety of lung disorders in humans,0
occurrences of antibodies against streptococcus pneumoniae haemophilus influenzae and branhamella catarrhalis in middle ear effusion and serum during the course of acute otitis media,0
our results suggest that the specialized role of gata1 in erythroid gene expression was derived after separation of the nematodes and the line that led to the vertebrates since c elegans lacks an erythroid lineage,0
the strains produced a unique rosepink pigment and were nonpathogenic for mice guinea pigs and rabbits but they provoked a nonspecific hypersensitivity reaction to bovine tuberculin in guinea pigs and cattle,0
the 22 kd gene restriction fragment length polymorphisms rflp observed in pcr amplicands from five rickettsial isolates obtained from the infected chigger colony over a 26yr period were identical to those of pcr amplicands derived directly from infected chiggers taken from the same colony,0
spontaneous cancers in praomys mastomys natalesnis,0
patterns of cell heredity in vertebrates and possibility of its alteration i e artificial tissue metaplasia are considered,0
since the interrenal of the frog is the homolog of mammalian adrenal zona glomerulosa the effect of synthetic srif on perifused dice of rana ridibunda was tested,0
transgenic mice that express human metallothioneiniii hmtiii were generated,0
studies of phytophthora citricola isolated from persea americana,0
1 defined jejunal segments were perfused with solutions of bile salts and of ricinoleic acid during fasting and after feeding in two groups of conscious dogs one with the segment in continuity and the other with a thirtyvella loop,0
under aerobic conditions both alphahemolytic streptococcus mitis and hemolytic bacillus cereus formed co from all of the heme compounds tested whereas nonhemolytic streptococcus mitis did not evolve co from any of the substrates,0
the vana gene was also detected in the e raffinosus isolate for which the vm mic was 16 microgramsml and the tei mic was 1 microgramml,0
an immunogenic mr 23000 integral membrane protein of schistosoma mansoni worms that closely resembles a human tumorassociated antigen,0
carp vldl and ldl but not hdl nor its major apolipoprotein complexed to lalphaphosphatidylcholine dimyristoyl apoaidmpc competed with the specific binding of human ldl to this receptor,0
lithium chloride was administered orally to swine and two different types of sheep hk and lk,0
the ratio of substrates and products mass action ratio for the reaction catalyzed by the enzyme pyruvate kinase is measured under the constraint of constant reaction rate for pyruvate kinase ec 27140 from brewers yeast and escherichia coli,0
adult males of melanoplus sanguinipes fabricius the migratory grasshopper were starved for 18 h and were placed one per arena into arenas containing treated glassfibre discs,0
in this study we characterize from saccharomyces cerevisiae 1 a protein that has immunological similarities to human chorionic gonadotropin hcg and 2 a binding site for this hcglike protein which also binds hcg and human luteinizing hormone hlh,0
the decrease in thermostability of chromatin from hl60 cells after dmso treatment is similar to the shift in thermostability of chromatin from human lymphocytes after stimulation with phytohemagglutinin pha,0
nematodes have been considered the chief paradigm for determinate and cellautonomous development but recent experiments on the early development of caenorhabditis elegans suggest that most blastomeres of this nematode are in fact determined by interactions,0
the types of distribution of keratin in cells of lesions were classified into five categories 1 regional as found in normal squamous epithelia and benign hyperkeratinized lesions and papilloma and keratinized squamous cell carcinoma 2 total as seen in intensely keratinized lesions such as verruca vulgaris and highly keratinized squamous cell carcinoma 3 negative as displayed by basal cell carcinoma 4 scattered as in the most poorly differentiated squamous cell carcinomas and 5 mixed cellular as found in both poorly and moderately differentiated squamous cell carcinomas,0
a method of rocket immunoelectrophoresis based on the use of avian antiglobulin antibodies is described which permits the quantitation of igg and igm in human serum,0
isolation of leishmania braziliensis from lutzomyia ovallesi dipterapsychodidae in guatemala,0
the lysa gene specifying an endolysin of lactobacillus delbrueckii subsp bulgaricus bacteriophage mv1 was cloned and expressed in escherichia coli,0
water extract of fc fll bft shell of water chestnut with a pedicle chinese chives juice and solution of 5fluorouracil and tannic acid could intracellularly inhibit sos responses induced by mmc in e coli pq35 and acetone extract of grifola frondosa gf could extracellularly inhibit sos responses in e coli pq37 and intracellularly in pq35 induced by 4nqo or mmc,0
immunopathogenesis of virus diseases of cats and dogs,0
fruit vegetables and fruit and vegetable product were artificially infected with penicillium expansum p urticae and byssochlamys nivea patulin was subsequently found in peaches apricots greengages bananas strawberries honeydew melons tomatoes red and green paprika cucumbers and carrots in several kinds of compot in tomato juice and tomato pulp but not in ketchup,0
campylobacter fetus subspecies jejuni was isolated from all hamsters showing clinical signs of proliferative ileitis,0
glycoproteins were isolated from the particulate fraction of four nasal polyps and three nasal papillomas by affinity chromatography on lectins conjugated with agarose concanavalin a con a wheat germ agglutinin wga ricinus communis agglutinin rca peanut agglutinin pna and dolichos biflorus agglutinin dba,0
outcome of surgery for laryngeal paralysis in four cats,0
infant rabbits were used as a model to study the diarrhogenicity of verocytotoxinproducing escherichia coli vtec isolated from bovine,0
seven species of the willistoni group of drosophila were comparatively analysed for their response to heat shock and anoxia both at the transcriptional induced puff and translational induced protein levels,0
oxygen uptake and dehydrogenase activity are studied with lac kcpminus hybrids of shigella flexneri being avirulent to the eyes of guinea pigs because of having lost ability for penetration in epithelial cells,0
ketoconazole an oral antifungal agent was used prophylactically in guinea pigs to see if this would prevent candida sepsis,0
biting rhythm of the vectors of malayan filariasis mansonia annulifera m uniformis  m indiana in shertallai kerala state india,0
the cellular immune response to toxoplasma gondii has been studied in 23 patients with acute toxoplasma infection,0
pulmonary histologic abnormalities resolve despite continuing intratracheal injections of micropolyspora faeni in a rabbit model of hypersensitivity pneumonitis,0
the absorption disposition and excretion of  3isobutyl5methyl 14dihydro26dimethyl42nitrophenylpyridine35dicarboxylate nisoldipine bay k 5552 have been studied following a single administration of the 14clabelled compound to rats dogs monkey and swine via different routes intravenous oral intraduodenal in the dose range of 00510 mgkg1,0
the high level of infection by nematodes in the communal land cattle was thought to be due to overstocking overgrazing and poor pasture quality,0
the occurrence of setaria in reindeer,0
this paper describes acetylcholinesterase ache activity in the dorsal thalamus of several rodents including rat mouse gerbil hamster and guinea pig,0
a new species of enterobacteria found in medical bacteriology enterobacter agglomerans exerwinia herbicola,0
inhibition of growth of ls174t human colon cancer xenografts in athymic nude mice due to 131ilabeled moab 171a treatment was compared to inhibition due to different single doses of 60co external radiation,0
electrical field stimulation of musclestripped segments of guinea pig distal colonic mucosa set up in ussing flux chambers evoked an increase in shortcircuit current isc of 371  31 microacm2,0
this evidence suggests that r tsutsugamushi should be excluded taxonomically from the genus rickettsia,0
the authors recall the pathogenic role of this yeastlike fungus closely related to candida albicans which mainly causes severe opportunistic infections,0
antigenic polypeptide fragments of a receptor related to the fab fragment of human immunoglobulin from thymusderived lymphocytes,0
because of their ability to display yeastlike growth forms in various environmental conditions dematiaceous melanized hyphomycetes of the formgenera exophiala rhinocladiella and wangiella have been informally termed black yeasts,0
the cdna clone of restrictocin was placed under the control of the glucoamylase promoter from aspergillus awamori and was transformed into aspergillus nidulans and aspergillus niger,0
thus an enzyme with a high degree of homology to rodent inos is inducible by stimulation of bovine macrophages with bacteria but induction and regulation by cytokines occur under more restricted conditions than in rodent macrophages,0
hplc analysis of beet pulp hydrolyzate showed that hexoses especially glucose serve as the most suitable sugars with regard to s cerevisiae activity,0
cat fleas however are also a growing allergen problem for humans,0
the specificity of this quantitation method for human dna will be useful for the analysis of samples that may also contain bacterial or other nonhuman dna for example forensic evidence samples ancient dna samples or clinical samples,0
data generated through 17 clinical cases indicated that the minimum inhibitory concentration for tylosin in pasteurella spp tested was about 625 mcsml and for hemolytic staphylococcus spp tested greater than or equal to 04 mugml,0
on the basis of their properties human gastric cancers were classified into four types a intestinal type b gastric type c intestinal plus gastric type and d unclassified type showing no gastric or intestinaltype properties,0
peptide 600611 which reportedly reacts with nearly all sera from hivinfected humans was reactive with less than onehalf of sera from hiv1infected chimpanzees,0
antibodies to heatlabile escherichia coli enterotoxins in human milk and sera,0
of the three routes of infection used guinea pigs were most susceptible to listeria injected via the intracardial route,0
we studied the efficacy of a single topical administration of tobramycin incorporated in large multivesicular liposomes and enmeshed in a fibrin sealant on rabbit corneas infected with pseudomonas aeruginosa,0
characteristics of the dna of astasia longa and euglena gracilis phytoflagellates,0
analogs 16 of diaminopimelic acid have been synthesized and tested for inhibition of mesodiaminopimelate decarboxylases from bacillus sphaericus ifo 3525 and from wheat germ triticum vulgaris,0
it is based on the release of histamine from isolated mast cells of actively sensitized guinea pigs outbred animals receive one sc,0
the control of bovine tuberculosis remains a significant problem in the united kingdom especially in the south west of england where the rising prevalence of the disease is attributed to a reservoir of mycobacterium bovis infection in badgers,0
lectins have been used to investigate species specific differences in carbohydrate moieties on the surface of the infective larvae of two onchocerca species following their development in simulium ornatum,0
these viruses designated ambe ixcanal mariquita armero and durania were isolated from sand flies diptera psychodidae collected in brazil colombia and guatemala,0
some studies of l3hnicotine binding to rodent and human brain tissue have detected two binding sites as evidenced by nonlinear scatchard plots,0
ginsengrhizome is the rhizome of panax ginseng and popularly named shenlu,0
on gel filtration of extracts of the guinea pig rabbit and dog thyroids the major peak of sli 16 k sli coeluted with synthetic srif14 s14,0
these findings suggested that a the region 1170 of oa seemed not to encompass continuous epitopes b the antigenicity of this region was convincing for peptides 3446 and 4755 c the allergenicity though dependent on the patient serum used was distributed over the whole of region 1170 d peptide 1119 although weak antigenically was capable of specific ige inhibition e human and rabbit polyclonal antibodies did not show analogous affinities to the present peptides,0
since the a deltamuhbearing cytoplasmic membrane of cyanobacteria and the inner mitochondrial membrane and b deltamunabearing outer animal cell membrane were found to be competent in such an effect one may assume that the power transmission is a fundamental function of extended membrane systems,0
furthermore a rabbit antiserum directed against the mast cell activating nterminal part of sp was capable of impeding sebinduced skin reactions totally,0
presentation of documents concerning the thinking activities and accomplishments of wanda de aguiar horta,0
micronuclei were studied in mussels mytilus edulis and sister chromatid exchange in fish nothobranchius rachowi,0
induction of sensitivity to ganciclovir in human hepatocellular carcinoma cells by adenovirusmediated gene transfer of herpes simplex virus thymidine kinase,0
functional and evolutionary implications of a 3fe4s cluster of the diclustertype ferredoxin from the thermoacidophilic archaeon sulfolobus sp strain 7,0
a direct connection between visual wulst and tectum opticum in the pigeon columba livia demonstrated by horseradish peroxidase,0
occurrence of hymenolepis citelli mcleod 1933 in the rodent genus dipodomys gray 1841,0
